CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;recuperacao_veiculos;cump_mandado_prisao;prisoes;grp;apf_cmp;apreensoes;gaai;aaapai_cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
31;10;2015;2015m10;41;2;Rio de Janeiro;3304557;Capital           ;4;0;0;0;4;78;2;0;21;8;0;59;26;91;14;0;0;16;0;0;20;234;17;1;67;85;0;1;1;30;7;16;3;;15;15;;7;7;64;3;0;0;0;0;4;121;59;628;3
32;10;2015;2015m10;18;2;Rio de Janeiro;3304557;Capital           ;6;0;0;1;15;183;16;1;76;8;2;20;2;53;14;0;0;7;1;0;24;131;17;1;270;288;0;3;0;84;39;14;13;;55;68;;19;19;210;16;0;0;0;0;7;74;20;1387;3
33;10;2015;2015m10;14;2;Rio de Janeiro;3304557;Capital           ;7;0;1;0;3;128;5;2;65;5;2;59;16;129;12;0;0;29;0;0;27;279;17;2;155;174;0;3;1;62;9;28;9;;35;43;;16;17;150;7;0;0;0;0;8;170;59;1044;3
34;10;2015;2015m10;14;2;Rio de Janeiro;3304557;Capital           ;9;0;0;0;4;164;4;0;69;9;1;97;28;165;25;0;0;58;1;0;65;449;32;2;250;284;0;9;0;60;68;57;50;;125;162;;23;23;129;16;0;0;0;0;9;248;97;1605;3
35;10;2015;2015m10;40;2;Rio de Janeiro;3304557;Capital           ;6;0;1;0;4;206;17;2;173;8;3;88;21;115;16;0;1;26;0;0;22;300;29;3;373;405;0;7;0;117;9;42;42;;81;91;;3;3;254;28;2;0;0;0;7;157;88;1915;3
36;10;2015;2015m10;27;2;Rio de Janeiro;3304557;Capital           ;5;0;0;2;4;134;10;1;61;7;2;25;8;58;6;0;0;11;0;0;18;135;21;4;179;204;0;0;0;31;11;19;35;;28;48;;1;1;127;18;1;0;0;0;7;75;25;939;3
37;10;2015;2015m10;17;1;Rio de Janeiro;3304557;Capital           ;1;0;0;0;0;91;3;4;56;1;1;10;1;32;1;0;0;8;0;0;15;69;16;0;194;210;0;1;0;46;12;7;2;;12;16;;1;1;53;9;0;0;0;0;1;41;10;785;3
38;10;2015;2015m10;16;1;Rio de Janeiro;3304557;Capital           ;4;0;0;1;6;84;3;1;70;7;1;55;24;95;6;0;0;20;0;0;50;258;20;0;93;113;0;1;0;41;19;43;3;;32;38;;5;5;85;11;0;0;0;0;5;121;55;771;3
39;10;2015;2015m10;41;2;Rio de Janeiro;3304557;Capital           ;16;0;0;1;1;46;2;1;32;7;1;134;60;101;30;0;0;19;0;0;24;376;15;0;74;89;0;3;0;21;26;121;8;;51;59;;14;14;32;8;0;0;0;0;17;150;134;886;3
40;10;2015;2015m10;9;2;Rio de Janeiro;3304557;Capital           ;1;0;0;1;8;52;5;0;23;3;1;119;21;111;18;0;0;23;0;0;46;342;21;0;65;86;0;1;0;33;4;53;12;;14;29;;10;10;35;4;0;0;0;0;2;152;119;755;3
41;10;2015;2015m10;18;2;Rio de Janeiro;3304557;Capital           ;2;0;0;0;3;69;2;0;32;5;0;7;1;19;1;0;0;6;0;0;11;50;9;0;82;91;0;1;0;31;3;4;7;;12;15;;0;0;82;4;0;0;0;0;2;26;7;482;3
42;10;2015;2015m10;31;2;Rio de Janeiro;3304557;Capital           ;3;0;0;0;0;66;4;0;35;3;2;32;0;27;2;0;0;5;0;0;15;86;27;7;240;274;0;0;0;49;8;12;5;;15;22;;3;3;88;6;0;0;0;0;3;34;32;818;3
43;10;2015;2015m10;27;2;Rio de Janeiro;3304557;Capital           ;2;0;0;0;2;92;8;0;40;3;0;18;2;35;0;0;0;3;0;0;3;64;3;0;67;70;0;1;0;13;1;5;8;;11;20;;0;0;81;8;0;1;0;0;2;38;18;474;3
44;10;2015;2015m10;3;1;Rio de Janeiro;3304557;Capital           ;5;0;1;0;3;33;1;0;43;6;1;53;19;73;8;0;0;12;0;0;27;199;12;0;105;117;0;0;1;18;4;39;2;;12;13;;3;3;25;1;0;0;0;0;6;93;53;532;3
45;10;2015;2015m10;16;1;Rio de Janeiro;3304557;Capital           ;0;0;0;0;2;12;1;0;0;0;0;1;1;3;0;0;0;0;0;0;1;6;1;0;10;11;0;0;0;2;13;0;10;;16;21;;2;2;6;6;0;0;0;0;0;3;1;105;3
48;10;2015;2015m10;24;3;Seropédica;3305554;Baixada Fluminense;3;0;0;0;1;29;1;0;15;1;0;6;4;10;2;0;0;2;0;0;6;31;4;0;30;34;0;1;0;8;6;12;13;;21;22;;2;2;45;2;1;0;0;0;3;14;6;225;3
50;10;2015;2015m10;24;3;Itaguaí;3302007;Baixada Fluminense;4;0;0;0;8;41;2;4;15;9;1;39;3;33;3;0;0;10;0;0;12;110;10;0;78;88;0;1;0;12;15;21;17;;30;34;;4;4;59;5;0;0;0;0;4;46;39;472;3
51;10;2015;2015m10;24;3;Paracambi;3303609;Baixada Fluminense;4;0;0;0;0;30;0;0;6;0;0;0;0;2;0;0;0;1;0;0;3;6;1;1;12;14;0;0;0;3;13;0;9;;5;14;;7;7;33;1;0;0;0;0;4;3;0;136;3
52;10;2015;2015m10;20;3;Nova Iguaçu;3303500;Baixada Fluminense;4;0;1;1;2;36;3;1;28;10;2;64;8;94;16;0;0;13;0;0;21;228;45;0;280;325;0;2;0;38;9;32;45;;36;69;;9;9;62;1;0;0;0;0;6;123;64;928;3
53;10;2015;2015m10;20;3;Mesquita;3302858;Baixada Fluminense;5;0;1;1;6;72;2;1;23;3;1;35;10;47;14;0;0;10;0;0;10;130;20;1;151;172;0;2;0;18;12;22;78;;24;101;;6;6;60;7;0;0;0;0;7;71;35;697;3
54;10;2015;2015m10;39;3;Belford Roxo;3300456;Baixada Fluminense;13;0;0;5;11;138;13;2;33;7;5;68;12;105;19;0;0;21;0;0;27;264;21;1;114;136;0;1;0;25;40;71;46;;81;100;;26;26;121;10;0;0;0;0;18;145;68;1063;3
55;10;2015;2015m10;24;3;Queimados;3304144;Baixada Fluminense;12;0;0;0;15;90;7;2;19;2;0;16;4;41;9;0;0;13;0;3;13;101;18;1;74;93;0;2;0;15;9;7;20;;24;34;;14;14;83;13;0;0;0;0;12;63;16;539;3
56;10;2015;2015m10;20;3;Nova Iguaçu;3303500;Baixada Fluminense;12;0;0;1;7;92;11;2;51;6;2;57;7;78;18;0;0;29;0;0;16;213;14;1;104;119;0;1;3;29;45;27;21;;57;65;;24;24;68;13;2;0;0;0;13;125;57;816;3
57;10;2015;2015m10;20;3;Nilópolis;3303203;Baixada Fluminense;0;0;0;0;4;71;5;0;32;5;0;38;14;85;2;0;1;17;0;0;8;170;26;0;133;159;0;0;0;33;8;22;6;;20;25;;6;6;63;3;0;0;0;0;0;104;38;641;3
58;10;2015;2015m10;20;3;Nova Iguaçu;3303500;Baixada Fluminense;16;0;1;0;6;183;7;5;75;6;1;58;8;109;21;0;0;30;0;0;16;249;29;2;136;167;0;1;0;29;5;22;29;;35;58;;4;4;203;21;1;1;0;0;17;160;58;1159;3
59;10;2015;2015m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;5;0;1;2;17;172;11;2;75;19;0;95;53;127;55;0;0;25;0;0;29;403;57;2;445;504;0;6;0;80;28;87;33;;81;101;;14;17;133;9;1;0;0;0;8;207;95;1760;3
60;10;2015;2015m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;11;0;0;0;14;89;7;1;40;6;3;61;16;107;16;0;0;8;0;0;15;232;25;1;65;91;0;2;0;14;12;18;12;;27;37;;15;15;98;8;0;0;0;0;11;131;61;766;3
61;10;2015;2015m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;5;0;0;0;3;29;4;2;11;1;1;8;2;15;2;0;0;1;0;0;5;35;1;2;30;33;0;0;0;8;7;15;19;;35;42;;3;3;28;0;0;0;0;0;5;18;8;221;3
62;10;2015;2015m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;7;0;0;0;1;49;4;0;18;4;2;36;8;76;3;0;0;10;0;1;14;154;9;0;42;51;0;1;0;4;18;25;12;;33;43;;5;5;35;6;0;0;0;0;7;89;36;411;3
63;10;2015;2015m10;24;3;Japeri;3302270;Baixada Fluminense;2;0;0;1;2;51;5;1;10;1;0;4;2;16;9;0;0;6;0;0;10;48;1;1;20;22;0;0;0;8;12;8;77;;17;90;;2;2;41;2;0;0;0;0;3;31;4;352;3
64;10;2015;2015m10;21;3;São João de Meriti;3305109;Baixada Fluminense;17;0;1;1;10;174;8;1;64;13;8;113;58;254;54;0;0;41;0;0;48;589;32;0;207;239;0;2;0;56;32;86;28;;98;107;;17;17;159;19;0;0;0;0;19;349;113;1641;3
65;10;2015;2015m10;34;3;Magé;3302502;Baixada Fluminense;1;0;0;1;5;44;5;1;17;5;1;6;5;13;2;0;0;2;0;0;8;42;9;2;42;53;0;0;0;6;10;8;49;;30;66;;14;14;34;1;0;0;0;0;2;17;6;337;3
66;10;2015;2015m10;34;3;Magé;3302502;Baixada Fluminense;1;0;0;0;2;69;6;0;27;2;1;8;4;21;0;0;0;6;0;0;19;61;4;1;62;67;0;0;0;17;6;6;8;;18;23;;3;4;46;3;0;0;0;0;1;27;8;397;3
67;10;2015;2015m10;34;3;Guapimirim;3301850;Baixada Fluminense;1;0;0;0;0;22;0;0;67;5;0;1;3;5;3;0;0;4;0;0;4;25;1;1;15;17;0;1;0;11;5;5;7;;8;14;;3;3;24;0;0;0;0;0;1;12;1;170;3
70;10;2015;2015m10;35;4;Tanguá;3305752;Interior          ;0;0;0;0;0;13;2;0;11;0;0;2;1;1;0;0;0;0;0;0;0;4;0;0;14;14;0;0;0;3;3;3;0;;0;0;;2;2;6;1;0;0;0;0;0;1;2;68;3
71;10;2015;2015m10;35;4;Itaboraí;3301900;Interior          ;8;0;0;1;5;90;6;5;45;5;2;29;2;38;9;0;0;9;0;0;8;102;20;1;129;150;0;4;0;36;32;18;26;;59;73;;17;18;89;6;0;0;0;0;9;56;29;678;3
72;10;2015;2015m10;7;4;São Gonçalo;3304904;Grande Niterói    ;4;0;0;1;3;91;7;0;46;12;4;63;15;116;14;0;0;22;0;0;14;260;43;2;181;226;0;3;1;44;19;75;24;;26;41;;10;10;125;8;2;0;0;0;5;152;63;1075;3
73;10;2015;2015m10;7;4;São Gonçalo;3304904;Grande Niterói    ;5;0;1;4;6;89;1;1;49;12;0;84;5;147;14;0;0;28;0;0;15;305;44;0;117;161;0;2;0;22;44;31;15;;78;85;;26;26;71;3;0;0;0;0;10;189;84;871;3
74;10;2015;2015m10;7;4;São Gonçalo;3304904;Grande Niterói    ;20;0;0;1;6;85;5;1;62;13;1;66;17;179;21;1;0;34;0;0;19;351;29;1;205;235;0;1;0;37;50;45;20;;80;99;;35;37;98;12;1;0;0;0;21;234;66;1164;3
75;10;2015;2015m10;7;4;São Gonçalo;3304904;Grande Niterói    ;6;0;0;2;9;57;4;1;33;5;1;55;0;62;3;0;0;10;0;0;20;156;13;0;40;53;0;0;0;9;23;51;0;;28;29;;14;14;45;4;0;0;0;0;8;75;55;489;3
76;10;2015;2015m10;12;4;Niterói;3303302;Grande Niterói    ;2;0;0;1;2;47;0;1;27;4;1;13;3;54;5;0;0;28;0;1;4;113;27;7;257;291;0;7;0;67;13;17;41;;44;73;;11;11;71;4;1;0;0;0;3;87;13;816;3
77;10;2015;2015m10;12;4;Niterói;3303302;Grande Niterói    ;0;0;0;0;3;35;2;0;33;4;1;17;0;44;1;0;0;6;0;0;9;82;8;3;97;108;0;3;1;60;13;8;10;;28;34;;12;12;46;3;0;0;0;0;0;51;17;487;3
78;10;2015;2015m10;12;4;Niterói;3303302;Grande Niterói    ;10;0;0;2;4;47;0;2;32;5;1;33;1;71;4;0;0;11;0;0;15;141;13;2;58;73;0;2;0;6;23;24;9;;27;31;;14;14;46;3;0;0;0;0;12;86;33;483;3
79;10;2015;2015m10;12;4;Niterói;3303302;Grande Niterói    ;0;0;0;1;0;28;2;0;15;2;2;16;1;36;3;0;0;9;0;0;8;77;11;2;29;42;0;0;0;7;11;23;2;;14;14;;6;6;14;5;0;0;0;0;1;48;16;263;3
81;10;2015;2015m10;12;4;Niterói;3303302;Grande Niterói    ;0;0;0;0;1;23;0;1;22;1;0;13;0;17;0;0;0;3;0;0;3;37;10;2;53;65;0;1;0;16;13;7;5;;12;15;;15;15;29;2;0;0;0;0;0;20;13;287;3
82;10;2015;2015m10;12;4;Maricá;3302700;Grande Niterói    ;0;0;0;0;0;58;3;4;53;2;0;8;0;34;0;0;0;1;0;0;1;46;17;3;94;114;0;3;0;23;19;5;9;;26;30;;2;3;80;3;0;0;0;0;0;35;8;522;3
88;10;2015;2015m10;10;5;Barra do Pirai;3300308;Interior          ;0;0;0;0;2;43;6;1;11;0;0;0;1;1;0;0;0;0;0;0;0;2;4;1;22;27;0;1;0;7;17;2;6;;23;27;;3;3;45;0;2;0;0;0;0;1;0;222;3
89;10;2015;2015m10;37;5;Resende;3304201;Interior          ;4;1;0;1;5;61;5;0;4;6;3;0;0;0;0;0;0;0;0;0;1;10;4;4;90;98;0;3;2;20;21;3;23;;42;55;;6;6;59;4;0;0;0;0;6;0;0;393;3
90;10;2015;2015m10;28;5;Barra Mansa;3300407;Interior          ;6;0;0;0;1;66;6;1;12;11;1;0;0;2;1;0;0;1;0;0;5;21;15;1;86;102;0;1;0;17;38;9;26;;62;78;;4;5;69;4;0;0;0;0;6;4;0;470;3
91;10;2015;2015m10;10;5;Valença;3306107;Interior          ;0;0;0;0;0;23;3;0;6;0;1;0;0;0;0;0;0;0;0;0;0;1;5;0;12;17;0;0;0;2;10;3;5;;14;14;;0;0;37;0;0;0;0;0;0;0;0;138;3
92;10;2015;2015m10;10;5;Rio das Flores;3304508;Interior          ;1;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;;0;0;;0;0;6;0;0;0;0;0;1;0;0;22;3
93;10;2015;2015m10;28;5;Volta Redonda;3306305;Interior          ;1;0;0;0;2;104;9;5;10;6;0;3;0;7;0;0;0;0;0;0;9;25;12;0;165;177;0;1;0;27;53;6;27;;64;76;;8;8;95;5;1;0;0;0;1;7;3;723;3
94;10;2015;2015m10;10;5;Piraí;3304003;Interior          ;0;0;0;0;0;21;2;2;0;0;0;0;2;1;0;0;0;0;0;0;1;4;0;0;18;18;0;0;0;2;10;1;4;;13;13;;1;1;21;0;0;0;0;0;0;1;0;108;3
95;10;2015;2015m10;10;5;Vassouras;3306206;Interior          ;3;0;0;0;0;21;1;0;4;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;28;28;0;0;0;6;14;1;1;;8;9;;1;1;12;2;0;0;0;0;3;0;1;127;3
96;10;2015;2015m10;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior          ;0;0;0;0;0;12;1;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;0;0;0;4;7;0;5;;5;7;;0;0;28;2;0;0;0;0;0;0;0;133;3
97;10;2015;2015m10;10;5;Mendes;3302809;Interior          ;1;0;0;0;1;7;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;2;4;0;0;;2;2;;0;0;5;0;0;0;0;0;1;0;0;35;3
98;10;2015;2015m10;10;5;Engenheiro Paulo de Frontin;3301801;Interior          ;0;0;0;0;1;13;2;0;5;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3;3;0;0;0;1;7;0;1;;4;4;;0;0;8;2;0;0;0;0;0;0;0;46;3
99;10;2015;2015m10;37;5;Itatiaia;3302254;Interior          ;0;0;0;0;5;22;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;28;29;0;4;0;1;93;2;1;;14;15;;1;1;34;1;0;0;0;0;0;0;0;217;3
100;10;2015;2015m10;37;5;"Porto Real;Quatis";9999992;Interior          ;3;0;0;0;0;6;0;0;4;0;1;1;0;0;0;0;0;0;0;0;0;2;3;4;16;23;0;0;0;3;8;3;9;;9;13;;1;1;6;0;0;0;0;0;3;0;1;93;3
101;10;2015;2015m10;28;5;Pinheiral;3303955;Interior          ;0;0;0;0;0;19;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;7;9;0;0;0;0;2;0;3;;5;5;;0;0;13;0;0;0;0;0;0;0;0;60;3
104;10;2015;2015m10;30;7;São José do Vale do Rio Preto;3305158;Interior          ;0;0;0;0;0;12;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;5;0;0;0;0;1;0;1;;0;2;;0;0;8;1;0;0;0;0;0;0;0;45;3
105;10;2015;2015m10;26;7;Petrópolis;3303906;Interior          ;2;0;0;0;1;96;3;2;16;1;0;4;3;4;0;0;0;0;0;0;8;20;9;1;128;138;0;1;0;31;45;13;26;;51;60;;15;15;91;6;1;0;0;0;2;4;4;660;3
106;10;2015;2015m10;26;7;Petrópolis;3303906;Interior          ;0;0;0;0;0;23;2;0;8;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;37;37;0;2;0;3;12;1;10;;11;22;;0;0;16;1;1;0;0;0;0;0;0;154;3
107;10;2015;2015m10;38;7;Paraíba do Sul;3303708;Interior          ;0;0;0;0;0;8;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;21;22;0;0;0;0;19;0;4;;12;17;;0;0;18;2;0;0;0;0;0;0;0;121;3
108;10;2015;2015m10;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior          ;1;0;0;0;2;66;2;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;45;51;0;0;0;9;47;3;23;;45;52;;1;1;85;1;0;0;0;0;1;0;0;406;3
109;10;2015;2015m10;38;7;Sapucaia;3305406;Interior          ;0;0;0;0;0;14;0;1;6;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;5;7;0;0;0;2;2;3;7;;7;11;;0;0;9;0;0;0;0;0;0;0;0;63;3
110;10;2015;2015m10;30;7;Teresópolis;3305802;Interior          ;1;0;0;0;5;79;4;3;45;1;0;1;2;2;0;0;0;0;0;0;1;7;14;0;97;111;0;2;0;27;42;4;15;;40;50;;8;10;103;8;2;0;0;0;1;2;1;613;3
111;10;2015;2015m10;30;7;Sumidouro;3305703;Interior          ;0;0;0;0;0;5;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;1;2;0;1;;2;2;;0;0;9;0;0;0;0;0;0;0;0;34;3
112;10;2015;2015m10;30;7;Carmo;3301207;Interior          ;0;0;0;0;0;9;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;7;8;0;0;0;1;6;0;1;;1;2;;0;0;14;0;0;0;0;0;0;0;0;79;3
118;10;2015;2015m10;25;4;Araruama;3300209;Interior          ;5;0;0;1;9;65;3;3;37;4;0;8;0;9;0;0;0;0;0;0;4;25;11;1;75;87;0;0;0;15;20;10;10;;26;33;;2;2;63;2;0;0;0;0;6;9;8;402;3
119;10;2015;2015m10;35;4;Rio Bonito;3304300;Interior          ;0;0;0;0;0;25;2;1;27;2;0;0;0;5;1;0;0;1;0;1;2;12;12;0;20;32;0;1;0;5;3;2;3;;12;13;;4;4;19;1;0;0;0;0;0;7;0;143;3
120;10;2015;2015m10;35;4;Silva Jardim;3305604;Interior          ;0;0;0;0;0;8;0;3;5;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;9;10;0;0;0;7;0;1;2;;1;2;;0;0;3;1;1;0;0;0;0;0;1;54;3
121;10;2015;2015m10;32;6;Casimiro de Abreu;3301306;Interior          ;2;0;0;0;1;27;0;0;7;0;0;0;2;2;0;0;0;0;0;0;1;5;1;1;14;16;0;0;0;5;4;1;1;;7;8;;1;1;19;0;0;0;0;0;2;2;0;107;3
122;10;2015;2015m10;32;6;Conceição de Macabú;3301405;Interior          ;1;0;0;0;0;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;3;1;1;;2;2;;0;0;9;0;0;0;0;0;1;0;0;44;3
123;10;2015;2015m10;32;6;Macaé;3302403;Interior          ;6;0;0;0;14;88;4;1;43;11;5;23;4;36;2;0;0;10;0;0;12;103;16;3;178;197;0;1;0;51;26;21;11;;44;50;;14;14;73;4;0;0;0;0;6;48;23;739;3
124;10;2015;2015m10;25;4;Saquarema;3305505;Interior          ;2;0;0;0;0;27;3;1;20;2;0;3;1;1;1;0;0;1;0;0;2;11;9;1;47;57;0;1;0;18;3;3;9;;6;10;;0;0;38;3;0;0;0;0;2;3;3;257;3
125;10;2015;2015m10;25;4;São Pedro da Aldeia;3305208;Interior          ;6;0;0;1;1;42;5;0;31;1;1;4;0;8;0;0;0;5;0;0;5;24;3;1;32;36;0;2;0;8;31;4;26;;11;38;;6;7;34;2;1;0;0;0;7;13;4;293;3
126;10;2015;2015m10;25;4;Cabo Frio;3300704;Interior          ;11;0;0;0;5;80;6;3;34;3;0;2;0;36;0;0;0;7;0;0;13;61;25;6;137;168;0;3;0;35;91;9;24;;79;90;;38;39;110;8;2;0;0;0;11;43;2;750;3
127;10;2015;2015m10;25;4;Armação dos Búzios;3300233;Interior          ;0;0;0;0;1;21;2;0;1;0;2;2;0;7;0;0;0;1;0;0;4;16;6;0;54;60;0;0;0;13;12;2;7;;15;16;;8;8;25;0;0;0;0;0;0;8;2;250;3
128;10;2015;2015m10;32;6;Rio das Ostras;3304524;Interior          ;4;0;0;0;6;41;4;4;28;6;0;16;1;31;2;0;0;3;0;0;5;64;15;4;142;161;0;3;0;26;32;6;8;;46;52;;6;6;54;5;0;0;0;0;4;36;16;534;3
129;10;2015;2015m10;25;4;Iguaba Grande;3301876;Interior          ;0;0;0;0;0;8;1;0;6;1;2;2;1;1;0;0;0;0;0;0;1;8;0;0;19;19;0;0;0;2;4;2;3;;5;5;;7;7;8;0;0;0;0;0;0;1;2;83;3
130;10;2015;2015m10;32;6;"Quissamã;Carapebus";9999994;Interior          ;1;0;0;0;0;10;0;11;5;2;0;1;0;1;1;0;0;1;0;0;0;6;2;0;14;16;0;0;0;1;4;1;1;;5;7;;2;2;5;0;0;0;0;0;1;3;1;71;3
132;10;2015;2015m10;25;4;Arraial do Cabo;3300258;Interior          ;0;0;0;0;1;21;4;0;1;1;0;0;0;1;0;0;0;0;0;0;0;2;9;0;25;34;0;1;0;5;8;0;1;;3;3;;1;1;17;0;0;0;0;0;0;1;0;114;3
134;10;2015;2015m10;8;6;Campos dos Goytacazes;3301009;Interior          ;12;1;1;0;11;81;10;8;47;6;0;7;3;54;0;0;0;6;0;0;12;88;25;11;175;211;0;2;0;50;58;17;25;;98;106;;33;33;62;0;1;0;0;0;14;60;7;856;3
135;10;2015;2015m10;36;6;Itaocara;3302106;Interior          ;0;0;0;0;1;8;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;11;15;0;0;0;2;7;0;1;;6;7;;0;0;11;0;0;0;0;0;0;0;0;66;3
136;10;2015;2015m10;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior          ;0;0;0;0;2;28;2;1;12;2;0;0;1;0;0;0;0;0;0;0;0;3;2;2;37;41;0;0;0;3;10;3;5;;16;16;;2;2;41;1;3;0;0;0;0;0;0;185;3
137;10;2015;2015m10;36;6;Miracema;3303005;Interior          ;0;0;0;0;1;10;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;4;12;17;0;0;0;0;23;0;3;;6;8;;0;0;14;0;0;0;0;0;0;0;0;96;3
138;10;2015;2015m10;29;6;Laje do Muriaé;3302304;Interior          ;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;1;0;0;;1;1;;0;0;2;0;0;0;0;0;0;0;0;19;3
139;10;2015;2015m10;29;6;Porciúncula;3304102;Interior          ;0;0;0;0;0;9;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;10;0;0;0;1;10;0;1;;3;4;;0;1;16;0;0;0;0;0;0;0;0;75;3
140;10;2015;2015m10;29;6;"Natividade;Varre-Sai";9999997;Interior          ;0;0;0;0;0;13;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;17;0;0;0;0;1;1;1;;4;5;;0;0;7;1;0;0;0;0;0;0;0;58;3
141;10;2015;2015m10;8;6;São Fidélis;3304805;Interior          ;0;0;0;0;6;7;0;0;3;1;0;2;0;0;0;0;0;0;0;0;1;4;2;4;10;16;0;0;0;2;15;3;3;;4;8;;1;1;11;1;0;0;0;0;0;0;2;99;3
142;10;2015;2015m10;36;6;Cambuci;3300902;Interior          ;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;7;0;0;0;1;1;0;0;;1;2;;0;0;11;0;1;0;0;0;0;0;0;33;3
143;10;2015;2015m10;29;6;"Itaperuna;São José de Ubá";9999996;Interior          ;0;0;0;0;2;35;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;57;63;0;0;0;14;56;2;7;;32;43;;7;7;35;1;0;0;0;0;0;0;0;320;3
144;10;2015;2015m10;29;6;Bom Jesus de Itabapoana;3300605;Interior          ;1;0;0;0;2;39;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;23;24;0;0;0;4;9;0;3;;9;11;;2;2;19;0;0;0;0;0;1;1;0;130;3
145;10;2015;2015m10;8;6;São João da Barra;3305000;Interior          ;0;0;0;0;2;28;1;0;8;2;0;1;0;1;0;0;0;0;0;0;1;5;1;0;27;28;0;0;0;2;7;1;1;;2;3;;3;3;29;0;0;0;0;0;0;1;1;143;3
146;10;2015;2015m10;8;6;Campos dos Goytacazes;3301009;Interior          ;7;0;0;0;6;40;5;5;39;3;0;1;1;13;0;0;0;5;0;1;6;30;5;0;39;44;0;0;0;18;64;9;13;;58;62;;23;23;45;4;1;0;0;0;7;18;1;410;3
147;10;2015;2015m10;8;6;São Francisco de Itabapoana;3304755;Interior          ;1;0;0;0;0;16;4;1;6;0;1;1;0;1;0;0;0;0;0;0;1;4;3;2;12;17;0;0;0;0;9;0;1;;5;5;;0;0;9;0;0;0;0;0;1;1;1;91;3
148;10;2015;2015m10;29;6;"Cardoso Moreira;Italva";9999995;Interior          ;0;0;0;0;0;5;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;3;12;16;0;0;0;1;11;1;5;;3;7;;0;0;8;0;0;0;0;0;0;0;0;72;3
151;10;2015;2015m10;11;7;Nova Friburgo;3303401;Interior          ;1;0;0;0;0;83;5;2;36;8;3;2;0;3;0;0;0;2;0;0;0;18;13;1;99;113;0;0;0;16;36;10;15;;58;69;;8;9;131;2;0;0;0;0;1;5;2;628;3
152;10;2015;2015m10;11;7;Duas Barras;3301603;Interior          ;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;5;0;0;0;3;1;0;0;;0;2;;0;0;4;0;0;0;0;0;0;0;0;32;3
153;10;2015;2015m10;11;7;Cantagalo;3301108;Interior          ;3;0;0;0;0;4;1;0;2;2;0;0;0;0;0;0;0;0;0;0;1;3;1;0;8;9;0;0;0;2;8;1;1;;3;5;;0;0;8;0;0;0;0;0;3;0;0;49;3
