CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;recuperacao_veiculos;cump_mandado_prisao;prisoes;grp;apf_cmp;apreensoes;gaai;aaapai_cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
154;10;2015;2015m10;11;7;"Cordeiro;Macuco";9999998;Interior          ;0;0;0;0;0;11;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17;18;0;0;0;3;2;0;1;;2;2;;0;0;8;0;0;0;0;0;0;0;0;74;3
155;10;2015;2015m10;36;6;São Sebastião do Alto;3305307;Interior          ;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;0;1;0;0;;0;0;;0;0;5;0;0;0;0;0;0;0;0;15;3
156;10;2015;2015m10;11;7;Santa Maria Madalena;3304607;Interior          ;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;1;1;;2;3;;2;2;4;0;0;0;0;0;0;0;0;32;3
157;10;2015;2015m10;11;7;Trajano de Morais;3305901;Interior          ;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;4;0;0;0;1;0;1;1;;1;1;;0;0;3;0;1;0;0;0;1;0;0;33;3
158;10;2015;2015m10;11;7;Bom Jardim;3300506;Interior          ;0;0;0;0;1;13;0;0;8;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;4;5;0;0;0;0;4;0;4;;7;10;;0;0;13;0;0;0;0;0;0;2;0;60;3
159;10;2015;2015m10;35;4;Cachoeiras de Macacu;3300803;Interior          ;0;0;0;0;0;25;1;0;11;0;1;0;0;1;0;0;0;0;0;0;0;2;3;1;29;33;0;0;0;0;8;1;3;;5;7;;1;1;33;1;0;0;0;0;0;1;0;159;3
165;10;2015;2015m10;33;5;Mangaratiba;3302601;Interior          ;2;0;0;0;0;15;1;8;15;0;0;0;1;0;0;0;0;2;0;0;0;3;14;0;30;44;0;0;0;3;5;3;5;;8;11;;0;0;27;0;0;0;0;0;2;2;0;141;3
166;10;2015;2015m10;33;5;Angra dos Reis;3300100;Interior          ;15;0;0;4;10;78;3;6;17;15;1;3;2;7;2;0;0;2;0;0;4;36;12;1;108;121;0;1;0;24;46;8;14;;36;53;;8;8;85;4;0;0;0;0;19;11;3;490;3
167;10;2015;2015m10;33;5;Paraty;3303807;Interior          ;3;0;0;0;3;9;1;1;3;7;0;1;0;0;0;0;0;1;0;0;3;12;1;1;32;34;0;0;0;10;8;0;2;;4;5;;2;2;9;0;0;0;0;0;3;1;1;142;3
168;10;2015;2015m10;33;5;Rio Claro;3304409;Interior          ;0;0;0;0;0;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;0;0;0;1;3;1;1;;1;3;;0;0;15;0;0;0;0;0;0;0;0;57;3
1;11;2015;2015m11;5;1;Rio de Janeiro;3304557;Capital           ;0;0;0;0;2;7;1;0;1;4;1;2;3;35;4;0;0;6;0;0;7;62;3;1;139;143;0;2;0;44;4;3;4;;22;23;;8;8;7;0;0;0;0;0;0;45;2;358;3
4;11;2015;2015m11;5;1;Rio de Janeiro;3304557;Capital           ;4;0;0;1;9;30;1;0;39;8;1;3;0;86;21;0;0;21;0;0;37;177;5;3;455;463;0;3;0;47;11;8;2;;18;22;;14;14;25;3;0;0;1;0;5;128;3;970;3
5;11;2015;2015m11;5;1;Rio de Janeiro;3304557;Capital           ;0;0;0;0;5;61;1;0;13;13;1;2;1;110;5;0;0;17;0;0;22;171;5;1;377;383;0;3;0;89;116;3;30;;60;75;;16;16;43;5;0;0;0;0;0;132;2;1181;3
6;11;2015;2015m11;4;1;Rio de Janeiro;3304557;Capital           ;6;0;0;0;1;38;2;0;37;2;0;6;4;48;10;1;0;10;0;0;11;92;10;0;141;151;0;0;0;31;10;12;17;;23;34;;3;3;21;5;1;0;0;0;6;68;6;518;3
7;11;2015;2015m11;5;1;Rio de Janeiro;3304557;Capital           ;1;0;0;0;3;14;2;0;2;2;0;2;0;29;0;0;0;1;0;0;14;48;10;0;24;34;0;1;0;1;7;7;1;;1;1;;0;0;13;0;0;0;0;0;1;30;2;160;3
9;11;2015;2015m11;2;1;Rio de Janeiro;3304557;Capital           ;1;0;0;0;2;38;0;0;11;12;2;7;0;69;12;0;0;16;1;3;13;135;25;3;159;187;0;1;0;49;7;12;5;;19;25;;8;8;41;2;0;0;0;0;1;97;7;623;3
10;11;2015;2015m11;2;1;Rio de Janeiro;3304557;Capital           ;0;0;0;0;5;33;1;0;24;5;1;5;1;50;14;0;0;12;0;0;7;95;18;6;202;226;0;0;0;59;10;0;6;;16;21;;0;1;29;0;0;0;0;0;0;76;5;602;3
11;11;2015;2015m11;23;1;Rio de Janeiro;3304557;Capital           ;0;0;0;0;1;26;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;4;3;0;15;18;0;0;0;7;3;0;2;;5;5;;1;1;8;1;0;0;0;0;0;4;0;103;3
12;11;2015;2015m11;19;1;Rio de Janeiro;3304557;Capital           ;1;0;0;0;2;48;1;0;18;1;0;0;0;31;0;0;0;6;0;1;22;61;1;3;338;342;0;7;0;55;17;0;8;;34;36;;20;20;36;8;0;0;0;0;1;37;0;768;3
13;11;2015;2015m11;19;1;Rio de Janeiro;3304557;Capital           ;0;0;0;0;3;19;0;0;7;2;1;0;0;16;1;0;0;2;0;0;7;29;5;6;187;198;0;0;0;17;13;0;4;;11;13;;16;16;27;3;0;0;0;0;0;19;0;422;3
14;11;2015;2015m11;23;1;Rio de Janeiro;3304557;Capital           ;1;0;0;0;0;27;0;2;7;4;0;1;0;26;3;0;0;5;0;2;9;50;6;11;214;231;0;3;0;47;13;1;15;;22;34;;9;9;21;1;0;0;0;0;1;34;1;563;3
15;11;2015;2015m11;23;1;Rio de Janeiro;3304557;Capital           ;0;0;0;0;4;21;0;0;25;0;1;2;0;11;4;0;0;1;0;0;2;21;0;2;62;64;0;1;0;20;11;1;3;;15;15;;0;0;23;1;0;0;0;0;0;16;2;279;3
16;11;2015;2015m11;31;2;Rio de Janeiro;3304557;Capital           ;1;0;0;0;0;76;5;1;74;2;2;15;1;49;4;0;0;13;1;1;27;115;48;6;317;371;0;5;1;87;11;6;20;;38;58;;11;11;62;8;0;0;0;0;1;66;15;1050;3
17;11;2015;2015m11;4;1;Rio de Janeiro;3304557;Capital           ;0;0;1;0;14;48;1;2;32;6;0;12;14;65;14;0;0;18;0;1;29;159;20;0;170;190;0;2;0;34;27;19;8;;43;46;;9;9;46;7;1;0;0;0;1;97;12;706;3
18;11;2015;2015m11;4;1;Rio de Janeiro;3304557;Capital           ;1;0;0;0;0;21;1;0;13;6;0;24;1;75;5;0;0;19;0;1;13;144;7;3;144;154;0;2;1;32;11;2;21;;17;38;;3;3;19;0;0;0;0;0;1;99;24;514;3
19;11;2015;2015m11;6;1;Rio de Janeiro;3304557;Capital           ;0;0;0;0;2;29;1;0;23;8;2;11;1;39;1;0;0;7;0;0;9;78;12;2;195;209;0;5;1;53;25;5;12;;31;35;;8;8;34;5;0;0;0;0;0;47;11;647;3
20;11;2015;2015m11;6;1;Rio de Janeiro;3304557;Capital           ;0;0;0;0;15;43;0;0;12;8;1;17;7;56;2;0;0;9;0;0;6;106;9;3;120;132;0;3;0;39;18;6;3;;14;17;;7;7;30;8;0;0;0;0;0;67;17;519;3
21;11;2015;2015m11;22;1;Rio de Janeiro;3304557;Capital           ;3;0;0;0;5;102;7;0;81;17;1;24;14;93;25;0;0;30;0;0;39;243;17;0;211;228;0;4;0;57;37;48;109;;73;147;;11;11;46;11;1;0;0;0;3;148;24;1153;3
22;11;2015;2015m11;16;1;Rio de Janeiro;3304557;Capital           ;2;1;0;0;5;64;2;3;31;15;0;52;5;98;25;0;0;17;0;0;39;251;30;0;130;160;0;1;2;45;36;35;15;;41;45;;12;13;44;14;0;0;0;0;3;140;52;837;3
23;11;2015;2015m11;3;1;Rio de Janeiro;3304557;Capital           ;1;0;0;0;0;28;2;0;24;4;0;14;4;80;3;0;0;36;0;0;13;154;6;0;212;218;0;2;0;88;0;3;6;;12;17;;3;3;41;4;0;0;0;0;1;119;14;680;3
24;11;2015;2015m11;3;1;Rio de Janeiro;3304557;Capital           ;3;0;0;0;4;48;2;3;38;4;1;27;3;68;0;0;0;14;0;0;17;134;14;1;72;87;0;0;0;32;0;20;0;;2;5;;0;0;33;6;0;0;0;0;3;82;27;493;3
25;11;2015;2015m11;3;1;Rio de Janeiro;3304557;Capital           ;3;0;0;0;3;42;2;1;43;8;0;27;11;71;6;0;0;14;0;0;18;155;5;0;112;117;0;1;0;19;38;20;16;;43;49;;16;16;32;4;0;0;1;0;3;91;27;616;3
26;11;2015;2015m11;3;1;Rio de Janeiro;3304557;Capital           ;5;0;0;0;4;31;2;2;22;2;0;21;5;52;3;0;0;13;0;0;9;105;10;2;66;78;0;2;1;19;15;10;3;;15;21;;3;3;34;3;0;0;0;0;5;68;21;443;3
27;11;2015;2015m11;41;2;Rio de Janeiro;3304557;Capital           ;1;0;0;0;7;79;4;1;28;16;1;104;10;155;10;0;0;19;0;0;56;371;24;2;113;139;0;0;0;29;5;42;5;;32;34;;2;2;35;7;0;0;0;0;1;184;104;807;3
28;11;2015;2015m11;9;2;Rio de Janeiro;3304557;Capital           ;4;0;0;0;1;80;5;1;24;10;5;54;0;131;9;0;0;18;0;0;19;246;12;2;104;118;0;2;0;53;2;28;4;;17;23;;2;2;67;8;1;0;0;0;4;158;54;764;3
29;11;2015;2015m11;9;2;Rio de Janeiro;3304557;Capital           ;3;0;0;0;5;58;3;2;35;9;0;61;8;152;12;0;0;22;1;0;24;289;12;1;224;237;0;4;0;39;11;30;12;;35;43;;7;7;34;1;0;0;0;0;3;186;61;859;3
30;11;2015;2015m11;9;2;Rio de Janeiro;3304557;Capital           ;4;0;1;3;5;46;2;0;17;7;1;52;6;70;1;0;0;14;0;0;8;159;22;0;74;96;0;2;0;20;9;15;5;;17;17;;4;4;51;2;0;0;0;0;8;85;52;491;3
31;11;2015;2015m11;41;2;Rio de Janeiro;3304557;Capital           ;3;0;0;0;1;83;2;1;23;1;1;65;54;101;32;0;1;29;0;0;15;299;10;0;67;77;0;1;0;20;7;18;3;;20;24;;6;6;55;6;0;0;0;0;3;162;65;630;3
32;11;2015;2015m11;18;2;Rio de Janeiro;3304557;Capital           ;5;0;0;0;22;185;11;0;78;14;4;9;2;60;7;0;0;9;0;1;19;125;25;3;304;332;0;9;0;72;31;26;16;;63;69;;9;13;193;31;0;0;0;0;5;76;9;1315;3
33;11;2015;2015m11;14;2;Rio de Janeiro;3304557;Capital           ;5;0;0;0;6;88;3;1;80;8;2;69;14;123;9;0;0;42;0;0;20;287;15;1;136;152;0;0;0;100;9;38;3;;19;25;;7;7;93;5;0;0;0;0;5;174;69;986;3
34;11;2015;2015m11;14;2;Rio de Janeiro;3304557;Capital           ;2;0;0;0;4;143;10;1;66;16;3;95;34;197;9;0;0;61;0;0;49;464;26;2;253;281;0;6;0;67;74;82;23;;131;147;;16;16;118;6;0;0;0;0;2;267;95;1506;3
35;11;2015;2015m11;40;2;Rio de Janeiro;3304557;Capital           ;8;0;0;0;10;224;13;5;124;26;1;107;15;179;12;0;1;38;0;0;31;410;44;1;371;416;0;2;0;94;10;67;43;;78;96;;0;0;213;16;1;0;0;0;8;229;107;1861;3
36;11;2015;2015m11;27;2;Rio de Janeiro;3304557;Capital           ;3;0;0;2;2;185;13;3;66;26;1;19;6;64;7;0;0;11;0;0;9;143;19;1;160;180;0;0;0;35;7;57;16;;30;38;;2;2;120;29;0;0;0;0;5;82;19;978;3
37;11;2015;2015m11;17;1;Rio de Janeiro;3304557;Capital           ;0;0;0;0;0;75;5;0;36;4;0;10;3;26;8;0;0;7;0;1;6;65;27;0;167;194;0;2;0;45;3;13;3;;11;15;;2;2;62;5;0;0;0;0;0;41;10;694;3
38;11;2015;2015m11;16;1;Rio de Janeiro;3304557;Capital           ;0;0;0;2;7;77;4;2;43;8;3;53;24;91;13;0;0;35;0;0;37;264;18;0;98;116;0;2;0;38;10;30;2;;19;19;;5;5;66;9;1;0;0;0;2;139;53;733;3
39;11;2015;2015m11;41;2;Rio de Janeiro;3304557;Capital           ;10;0;0;1;1;55;1;2;17;7;0;103;84;98;22;0;0;26;0;0;23;363;14;1;102;117;0;2;0;21;22;116;6;;44;48;;14;15;29;15;0;0;0;0;11;146;103;877;3
40;11;2015;2015m11;9;2;Rio de Janeiro;3304557;Capital           ;1;1;0;0;2;71;3;0;25;1;2;99;17;141;9;0;0;21;0;0;37;327;14;0;54;68;0;1;0;37;7;45;6;;15;18;;9;9;41;8;0;0;0;0;2;171;99;715;3
41;11;2015;2015m11;18;2;Rio de Janeiro;3304557;Capital           ;0;0;0;0;1;63;2;1;46;2;0;9;2;30;0;0;0;10;0;0;7;60;5;1;98;104;0;0;0;31;3;3;19;;21;30;;3;3;59;5;0;0;0;0;0;40;9;493;3
42;11;2015;2015m11;31;2;Rio de Janeiro;3304557;Capital           ;2;0;0;0;2;80;4;0;42;4;1;24;2;37;3;0;0;11;1;1;8;92;42;3;164;209;0;0;0;44;2;3;1;;12;14;;5;4;111;6;1;0;0;0;2;51;24;743;3
43;11;2015;2015m11;27;2;Rio de Janeiro;3304557;Capital           ;2;0;0;0;4;86;7;3;53;0;1;17;3;36;0;0;0;4;0;0;3;64;6;0;67;73;0;0;0;13;0;4;7;;6;13;;0;0;84;7;0;0;0;0;2;40;17;460;3
44;11;2015;2015m11;3;1;Rio de Janeiro;3304557;Capital           ;1;0;0;1;1;40;1;1;35;11;3;64;12;85;7;0;0;24;0;0;25;231;13;1;83;97;0;3;0;27;9;61;4;;18;20;;1;1;39;6;1;0;0;0;2;116;64;608;3
45;11;2015;2015m11;16;1;Rio de Janeiro;3304557;Capital           ;0;0;0;2;1;14;0;0;6;0;0;2;1;5;0;0;0;0;0;0;0;8;0;0;6;6;0;1;0;1;11;0;11;;7;14;;1;1;4;5;0;0;0;0;2;5;2;103;3
48;11;2015;2015m11;24;3;Seropédica;3305554;Baixada Fluminense;3;0;0;0;4;21;0;4;25;1;0;8;6;12;1;0;0;1;0;0;4;33;7;2;24;33;0;0;0;11;12;8;13;;19;23;;4;4;25;7;0;0;0;0;3;14;8;216;3
50;11;2015;2015m11;24;3;Itaguaí;3302007;Baixada Fluminense;0;0;0;0;7;45;3;2;18;12;1;42;5;29;11;0;0;13;0;0;12;125;8;2;85;95;0;4;0;21;11;32;9;;31;32;;4;4;38;6;0;0;0;0;0;53;42;470;3
51;11;2015;2015m11;24;3;Paracambi;3303609;Baixada Fluminense;1;0;0;0;1;25;0;0;6;1;1;4;3;3;0;0;0;1;0;0;1;14;0;4;14;18;0;1;0;3;15;0;8;;9;12;;3;3;26;4;1;0;0;0;1;4;4;141;3
52;11;2015;2015m11;20;3;Nova Iguaçu;3303500;Baixada Fluminense;9;0;0;0;3;47;2;3;32;13;1;75;17;101;18;0;1;13;0;0;20;259;46;0;291;337;0;2;0;63;12;46;66;;66;105;;8;9;49;1;0;0;0;0;9;132;75;1022;3
53;11;2015;2015m11;20;3;Mesquita;3302858;Baixada Fluminense;2;0;0;0;24;81;6;0;23;3;0;37;6;53;26;0;0;9;0;0;12;146;15;1;138;154;0;1;0;26;9;31;85;;25;114;;5;5;63;8;0;0;0;0;2;88;37;730;3
54;11;2015;2015m11;39;3;Belford Roxo;3300456;Baixada Fluminense;12;1;0;3;11;137;12;3;50;7;0;64;15;117;12;0;0;29;0;0;33;277;18;0;88;106;0;3;0;28;30;72;75;;72;126;;18;20;111;11;0;1;0;0;16;158;64;1050;3
55;11;2015;2015m11;24;3;Queimados;3304144;Baixada Fluminense;9;0;0;0;6;78;0;0;26;5;0;18;8;57;2;0;0;8;0;0;7;105;13;3;61;77;0;2;0;20;13;12;4;;25;26;;6;6;76;5;0;0;0;0;9;67;18;489;3
56;11;2015;2015m11;20;3;Nova Iguaçu;3303500;Baixada Fluminense;11;0;0;0;10;108;6;0;48;13;4;75;2;106;20;0;0;30;0;0;34;284;12;0;111;123;0;4;0;28;35;28;56;;54;103;;28;28;80;13;0;0;0;0;11;156;75;910;3
57;11;2015;2015m11;20;3;Nilópolis;3303203;Baixada Fluminense;2;0;0;0;1;77;7;1;25;15;0;84;25;111;6;0;0;19;0;0;28;288;15;0;139;154;0;1;1;23;6;20;13;;24;32;;9;9;77;2;0;0;0;0;2;136;84;761;3
58;11;2015;2015m11;20;3;Nova Iguaçu;3303500;Baixada Fluminense;13;0;1;0;13;202;18;2;56;11;3;71;6;134;11;0;0;34;0;0;26;296;23;1;118;142;0;1;0;20;7;14;22;;27;46;;10;10;196;17;1;0;0;0;14;179;71;1151;3
59;11;2015;2015m11;15;3;Duque de Caxias;3301702;Baixada Fluminense;5;0;1;2;4;186;8;3;107;14;0;109;55;173;55;0;0;29;0;0;29;464;59;0;501;560;0;7;0;96;15;93;42;;70;95;;20;20;129;28;0;0;0;0;8;257;109;1902;3
60;11;2015;2015m11;15;3;Duque de Caxias;3301702;Baixada Fluminense;8;0;0;0;11;48;8;4;32;12;1;69;7;107;17;0;0;12;0;0;21;246;20;0;71;91;0;1;0;11;12;29;10;;27;34;;5;5;65;9;0;0;0;0;8;136;69;699;3
61;11;2015;2015m11;15;3;Duque de Caxias;3301702;Baixada Fluminense;6;0;0;0;1;20;0;0;5;1;0;5;1;7;0;0;0;1;0;0;1;16;2;1;13;16;0;0;0;5;4;10;15;;23;25;;2;2;16;4;0;0;0;0;6;8;5;160;3
62;11;2015;2015m11;15;3;Duque de Caxias;3301702;Baixada Fluminense;2;0;0;6;3;38;4;1;14;5;3;28;3;71;5;0;0;15;0;1;20;151;10;0;63;73;0;2;0;11;17;35;11;;32;39;;6;7;31;4;0;0;0;0;8;91;28;448;3
63;11;2015;2015m11;24;3;Japeri;3302270;Baixada Fluminense;4;1;0;1;17;42;3;1;17;0;0;3;2;18;6;0;0;5;0;0;6;40;2;0;25;27;0;0;0;9;28;10;75;;21;92;;4;4;45;6;0;0;0;0;6;29;3;366;3
64;11;2015;2015m11;21;3;São João de Meriti;3305109;Baixada Fluminense;20;0;0;1;12;205;10;2;74;18;13;160;64;210;17;0;1;42;0;0;44;569;26;0;208;234;0;6;0;65;32;86;10;;58;62;;34;34;157;16;1;0;0;0;21;269;160;1657;3
65;11;2015;2015m11;34;3;Magé;3302502;Baixada Fluminense;2;0;0;0;7;42;1;2;20;2;1;5;4;14;5;0;0;8;0;0;5;44;8;0;44;52;0;2;0;9;10;10;44;;22;63;;4;5;36;0;0;0;0;0;2;27;5;308;3
66;11;2015;2015m11;34;3;Magé;3302502;Baixada Fluminense;4;0;0;0;3;83;5;2;21;2;2;12;2;16;0;0;0;6;0;0;7;47;14;0;67;81;0;2;0;21;8;7;37;;25;59;;10;10;63;3;1;0;0;0;4;22;12;421;3
67;11;2015;2015m11;34;3;Guapimirim;3301850;Baixada Fluminense;3;0;0;0;0;29;2;0;7;3;0;7;1;3;0;0;0;0;0;0;3;17;3;0;26;29;0;0;0;1;5;7;7;;4;10;;5;5;34;4;0;0;0;0;3;3;7;176;3
70;11;2015;2015m11;35;4;Tanguá;3305752;Interior          ;0;0;0;0;0;13;1;0;6;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;21;21;0;0;0;1;4;5;3;;4;5;;2;2;8;0;0;0;0;0;0;1;0;85;3
71;11;2015;2015m11;35;4;Itaboraí;3301900;Interior          ;5;0;0;1;6;88;8;4;33;7;1;19;6;60;15;0;0;8;0;0;6;122;16;1;134;151;0;3;0;39;19;19;19;;50;63;;17;17;115;8;0;0;0;0;6;83;19;694;3
72;11;2015;2015m11;7;4;São Gonçalo;3304904;Grande Niterói    ;6;0;0;2;4;98;5;1;40;16;2;48;15;130;25;0;0;24;0;0;11;271;53;0;185;238;0;0;0;40;18;64;21;;31;43;;9;9;102;5;0;0;0;0;8;179;48;1032;3
73;11;2015;2015m11;7;4;São Gonçalo;3304904;Grande Niterói    ;2;0;0;3;2;84;2;3;29;12;4;45;10;128;8;0;0;14;0;0;21;242;29;0;78;107;0;4;0;21;36;23;8;;72;81;;19;19;63;7;0;0;0;0;5;150;45;726;3
74;11;2015;2015m11;7;4;São Gonçalo;3304904;Grande Niterói    ;8;0;0;6;7;96;6;3;39;10;7;56;6;170;22;0;0;30;0;0;15;316;34;0;217;251;0;5;0;51;53;55;30;;90;117;;33;34;105;9;1;0;0;0;14;222;56;1160;3
75;11;2015;2015m11;7;4;São Gonçalo;3304904;Grande Niterói    ;9;0;0;2;7;47;2;2;37;5;3;52;4;77;2;0;0;11;0;0;17;171;6;0;59;65;0;1;0;12;17;45;2;;17;17;;8;8;37;4;0;0;0;0;11;90;52;501;3
76;11;2015;2015m11;12;4;Niterói;3303302;Grande Niterói    ;4;0;0;1;3;46;3;0;30;6;0;21;6;47;6;0;0;22;0;0;12;120;39;5;255;299;0;9;0;53;12;9;26;;41;60;;15;15;40;2;0;0;0;0;5;75;21;779;3
77;11;2015;2015m11;12;4;Niterói;3303302;Grande Niterói    ;1;0;0;0;0;45;1;0;34;5;0;13;0;46;2;0;0;2;0;1;8;77;10;1;73;84;0;1;0;48;10;12;7;;28;29;;8;8;23;1;0;0;0;0;1;50;13;447;3
78;11;2015;2015m11;12;4;Niterói;3303302;Grande Niterói    ;5;0;0;0;1;42;0;1;27;6;1;43;6;59;6;0;0;13;0;0;13;147;32;0;59;91;0;1;0;12;19;21;9;;24;26;;6;6;32;1;0;0;0;0;5;78;43;472;3
79;11;2015;2015m11;12;4;Niterói;3303302;Grande Niterói    ;1;0;0;3;3;25;0;0;32;0;1;13;0;23;0;0;0;5;0;0;4;46;11;1;40;52;0;0;0;8;10;10;6;;20;21;;8;8;18;4;1;0;0;0;4;28;13;253;3
81;11;2015;2015m11;12;4;Niterói;3303302;Grande Niterói    ;4;0;0;0;1;43;5;0;37;3;1;11;0;23;2;0;0;3;0;0;5;48;4;0;44;48;0;1;0;12;7;4;5;;8;14;;9;9;26;0;0;0;0;0;4;28;11;272;3
82;11;2015;2015m11;12;4;Maricá;3302700;Grande Niterói    ;2;0;0;0;0;63;6;3;42;1;1;12;1;18;0;0;0;6;0;0;2;41;11;1;122;134;0;1;0;27;13;7;4;;16;19;;4;3;83;7;0;0;0;0;2;24;12;561;3
88;11;2015;2015m11;10;5;Barra do Pirai;3300308;Interior          ;1;0;0;0;0;50;4;0;10;0;1;0;0;0;0;0;0;0;0;0;2;3;1;0;23;24;0;1;0;8;22;1;9;;29;32;;5;6;54;3;0;0;0;0;1;0;0;223;3
89;11;2015;2015m11;37;5;Resende;3304201;Interior          ;4;0;0;0;6;61;7;1;13;5;1;0;0;3;1;0;0;0;0;0;2;12;6;2;69;77;0;4;0;20;19;5;16;;50;58;;7;7;81;6;0;0;0;0;4;4;0;445;3
90;11;2015;2015m11;28;5;Barra Mansa;3300407;Interior          ;7;0;0;0;6;55;3;0;28;2;0;4;0;5;0;0;0;5;0;1;4;21;3;0;74;77;0;3;0;12;24;4;42;;58;77;;3;3;69;1;0;0;0;0;7;10;4;415;3
91;11;2015;2015m11;10;5;Valença;3306107;Interior          ;0;0;0;0;3;28;1;1;6;0;0;0;1;1;0;0;0;0;0;0;1;3;3;0;23;26;0;0;0;2;14;5;4;;16;16;;2;2;30;2;0;0;0;0;0;1;0;157;3
92;11;2015;2015m11;10;5;Rio das Flores;3304508;Interior          ;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;1;0;0;2;;3;3;;0;0;4;0;0;0;0;0;0;0;0;31;3
93;11;2015;2015m11;28;5;Volta Redonda;3306305;Interior          ;3;0;0;0;3;101;10;6;16;4;0;1;0;8;1;0;0;2;0;0;6;22;17;2;167;186;0;0;0;34;54;8;23;;75;92;;17;18;90;6;1;0;0;0;3;11;1;726;3
94;11;2015;2015m11;10;5;Piraí;3304003;Interior          ;0;0;0;0;1;10;2;0;3;0;0;0;2;0;0;0;0;0;0;0;1;3;0;1;16;17;0;0;0;2;8;4;3;;6;7;;0;0;11;0;0;0;0;0;0;0;0;80;3
95;11;2015;2015m11;10;5;Vassouras;3306206;Interior          ;2;0;0;0;1;16;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;13;15;0;0;0;3;8;1;4;;6;8;;0;0;26;1;0;0;0;0;2;0;0;94;3
96;11;2015;2015m11;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior          ;0;0;0;0;0;29;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;21;25;0;0;0;3;8;2;4;;8;11;;2;2;38;0;0;0;0;0;0;0;0;150;3
97;11;2015;2015m11;10;5;Mendes;3302809;Interior          ;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;2;1;0;4;;4;5;;0;0;12;1;0;0;0;0;0;0;0;33;3
98;11;2015;2015m11;10;5;Engenheiro Paulo de Frontin;3301801;Interior          ;0;0;0;0;0;3;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;1;7;1;0;;5;5;;0;0;3;0;0;0;0;0;0;0;0;33;3
99;11;2015;2015m11;37;5;Itatiaia;3302254;Interior          ;0;0;0;0;1;19;1;0;2;1;2;1;0;1;0;0;0;0;0;0;2;7;0;0;17;17;0;1;0;2;103;2;2;;5;5;;1;1;18;0;0;0;0;0;0;1;1;206;3
100;11;2015;2015m11;37;5;"Porto Real;Quatis";9999992;Interior          ;0;0;0;0;2;16;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;2;2;2;20;24;0;0;0;0;4;0;7;;5;10;;0;0;21;0;0;0;0;0;0;0;0;102;3
101;11;2015;2015m11;28;5;Pinheiral;3303955;Interior          ;0;0;0;0;0;20;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;9;10;0;0;0;7;1;0;1;;2;2;;0;1;15;1;0;0;0;0;0;1;0;74;3
104;11;2015;2015m11;30;7;São José do Vale do Rio Preto;3305158;Interior          ;0;0;0;0;0;3;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;1;2;1;0;;1;1;;0;0;5;0;0;0;0;0;0;0;0;37;3
105;11;2015;2015m11;26;7;Petrópolis;3303906;Interior          ;1;0;0;0;0;108;7;6;31;0;1;5;2;4;0;0;0;0;0;0;6;18;10;0;130;140;0;3;0;33;48;8;36;;81;85;;10;11;99;6;1;0;0;0;1;4;5;656;3
106;11;2015;2015m11;26;7;Petrópolis;3303906;Interior          ;0;0;0;0;0;23;0;0;11;3;2;0;0;1;0;0;0;0;0;0;2;8;9;0;25;34;0;0;0;7;7;4;7;;8;11;;2;2;27;1;0;0;0;0;0;1;0;175;3
107;11;2015;2015m11;38;7;Paraíba do Sul;3303708;Interior          ;0;0;0;0;2;13;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;15;19;0;0;0;1;18;1;1;;2;3;;0;0;11;0;0;1;0;0;0;0;0;88;3
